client,Epoch,Loss,Accuracy
0,1,2.247278756532021,48.76489392618425
0,2,1.725987023995119,91.4269107817495
0,3,1.7064683714802804,92.35687300203429
0,4,1.6904724935233972,93.3740191804708
0,5,1.687944847879042,93.7227550130776
0,6,1.684423900980856,94.1005521650683
0,7,1.674370148625665,95.059575704737
0,8,1.6783988376949568,94.4202266782912
0,9,1.6752078701995152,94.6236559139785
0,10,1.6759849248913097,94.56553327521068
0,11,1.668692655465645,95.40831153734379
0,12,1.6679190705679847,95.37925021795989
0,13,1.6742843533146616,94.7399011915141
0,14,1.6698275165314103,95.1176983435048
0,15,1.6695039132599683,95.1176983435048
0,16,1.673912321997186,94.6527172333624
0,17,1.6744357261715614,94.76896251089799
0,18,1.6761177211006713,94.478349317059
0,19,1.6731070854447208,94.7108398721302
0,20,1.673100847629096,94.7108398721302
0,21,1.66731168048532,95.2920662598082
0,22,1.667961894913235,95.3211275791921
0,23,1.6683157496870287,95.1176983435048
0,24,1.6666614320837947,95.350188898576
0,25,1.6723624421131376,94.7108398721302
0,26,1.6700546598472592,95.059575704737
0,27,1.6656717463334545,95.40831153734379
0,28,1.6658485742906692,95.40831153734379
0,29,1.6720638991144388,94.76896251089799
0,30,1.6719486486640949,94.7399011915141
0,31,1.6717240573839893,94.76896251089799
0,32,1.6691033288550519,95.1467596628887
0,33,1.6636681652996752,95.6117407730311
0,34,1.6735865764498732,94.5945945945946
0,35,1.6607016048694043,95.8442313281023
0,36,1.6686188455900302,95.1467596628887
0,37,1.66636782830139,95.350188898576
0,38,1.6683151421844449,95.1467596628887
0,39,1.6683175247120898,95.1176983435048
0,40,1.6636923958271432,95.640802092415
0,41,1.6611570575416785,95.9023539668701
0,42,1.6679885152866867,95.2048823016565
0,43,1.6680813991082557,95.1176983435048
0,44,1.6609356821010628,95.9023539668701
0,45,1.6635217531892277,95.6117407730311
0,46,1.659952117715265,95.98953792502179
0,47,1.6629455679691194,95.6698634117989
0,48,1.6628446246018296,95.6698634117989
0,49,1.6642740663601998,95.4954954954955
0,50,1.664769560561915,95.46643417611159
0,51,1.664730429850499,95.5536181342633
0,52,1.6640476848280297,95.4954954954955
